Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
2003.0,2-STORY 1946 & NEWER,Residential Low-Density,72.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,College Creek,Normal,Good,5.0,2003.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,798.0,798.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,798.0,842.0,1640.0,2.0,1.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,595.0,Typical/Average,Typical/Average,Paved,0.0,45.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,183000.0,111.58536585365853,5.0,3.0,0.17279527973869982,2
1953.0,1-STORY 1946 & NEWER ALL STYLES,Residential Medium-Density,60.0,9491.0,Paved,Paved,Regular,Banked,All Public Utilities,Inside Plot,Moderate Slope,Old Town,Normal,Below Average,4.0,1953.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Fair,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,936.0,936.0,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,936.0,0.0,936.0,1.0,0.0,2.0,1.0,Average/Typical,4.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,576.0,Typical/Average,Typical/Average,Paved,0.0,32.0,0.0,0.0,0.0,February 2009,2009.0,Warranty Deed - Conventional,Normal Sale,93000.0,99.35897435897436,56.0,1.0,0.09861974502159941,1
2003.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Normal,Good,5.0,2003.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Unfinished,0.0,Unfinished,0.0,847.0,847.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,847.0,886.0,1733.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,2.0,433.0,Typical/Average,Typical/Average,Paved,100.0,48.0,0.0,0.0,0.0,October 2007,2007.0,Warranty Deed - Conventional,Sale between family members,225000.0,129.8326601269475,4.0,3.0,0.1825940364555895,2
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,South & West of Iowa State University,Normal,Above Average,7.0,1940.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,778.0,778.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,944.0,545.0,1489.0,2.0,0.0,3.0,1.0,Average/Typical,7.0,1.0,Good - Masonry Fireplace on the main level,Detached from home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,335.0,0.0,0.0,0.0,0.0,July 2009,2009.0,Warranty Deed - Conventional,Normal Sale,139500.0,93.68703828072532,69.0,2.0,0.15688547044568538,1
2006.0,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,81.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Very Good,5.0,2006.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Good,No Exposure,Unfinished,0.0,Unfinished,0.0,1489.0,1489.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1489.0,0.0,1489.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,776.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,June 2006,2006.0,Home just constructed and sold,Home was not completed when last assessed,232600.0,156.21222296843519,0.0,2.0,0.15688547044568538,0
2008.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,114.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,"Near positive off-site feature--park, greenbelt, etc",Very Excellent,5.0,2007.0,Hip,Standard (Composite) Shingle,Cement Board,Brick Face,210.6894270193207,Excellent,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1636.0,Unfinished,0.0,442.0,1057.4294520547944,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1087.0,0.0,2084.0,2.0,0.0,2.0,1.0,Excellent,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,3.0,472.9801369863014,Typical/Average,Typical/Average,Paved,188.0,45.0,0.0,0.0,0.0,June 2008,2008.0,Home just constructed and sold,Home was not completed when last assessed,180921.19589041095,86.81439342150237,1.0,2.0,0.2195764408386893,0
1950.0,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium-Density,50.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,Normal,Average,6.0,1924.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,784.0,Unfinished,0.0,0.0,784.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,784.0,0.0,784.0,1.0,0.0,2.0,1.0,Good,5.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,0.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,109500.0,139.66836734693877,84.0,1.0,0.08260457275313454,1
2001.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,65.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Good,5.0,2001.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,20.0,Unfinished,0.0,1434.0,1454.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1434.0,0.0,1434.0,2.0,0.0,3.0,1.0,Good,6.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,527.0,Typical/Average,Typical/Average,Paved,290.0,39.0,0.0,0.0,0.0,April 2009,2009.0,Warranty Deed - Conventional,Normal Sale,189000.0,131.79916317991632,8.0,2.0,0.1510905067959119,0
1967.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Moderately Irregular,Depression,All Public Utilities,Cul-De-Sac,Sever Slope,Clear Creek,Normal,Average,5.0,1967.0,Flat,Gravel & Tar,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Good,Good Exposure,Low Quality,249.0,Average Living Quarters,0.0,0.0,1013.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1160.0,966.0,2126.0,2.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,2.0,538.0,Typical/Average,Typical/Average,Paved,94.2445205479452,0.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",185000.0,87.01787394167451,42.0,3.0,0.2240016858076072,2
2005.0,2-STORY PUD - 1946 & NEWER,Floating Village Residential,24.0,9491.0,Paved,Paved,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Good,5.0,2005.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,600.0,600.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520.0,623.0,1143.0,2.0,1.0,2.0,1.0,Good,4.0,1.0,No Fireplace,Detached from home,2005.0,Rough Finished,2.0,480.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,147400.0,128.9588801399825,1.0,3.0,0.12042988093983774,2
1957.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Above Average,5.0,1957.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,1040.0,Unfinished,0.0,352.0,1392.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1392.0,0.0,1392.0,1.0,1.0,3.0,1.0,Average/Typical,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,458.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,166000.0,119.25287356321839,51.0,2.0,0.146665261826994,0
2005.0,2-STORY PUD - 1946 & NEWER,Floating Village Residential,30.0,9491.0,Paved,Paved,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Good,5.0,2005.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,600.0,600.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520.0,600.0,1120.0,2.0,1.0,2.0,1.0,Good,4.0,1.0,No Fireplace,Detached from home,2005.0,Rough Finished,2.0,480.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,June 2006,2006.0,Warranty Deed - Conventional,Normal Sale,151000.0,134.82142857142858,1.0,3.0,0.11800653250447793,2
2003.0,2-STORY 1946 & NEWER,Residential Low-Density,44.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,College Creek,Normal,Good,6.0,2003.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,483.0,Unfinished,0.0,458.0,941.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,941.0,888.0,1829.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,613.0,Typical/Average,Typical/Average,Paved,192.0,39.0,0.0,0.0,0.0,January 2010,2010.0,Warranty Deed - Conventional,Normal Sale,237000.0,129.5790049207217,7.0,3.0,0.19270888209883047,2
1964.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,100.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Above Average,6.0,1964.0,Gable,Standard (Composite) Shingle,Hard Board & Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,196.0,Below Average Living Quarters,0.0,975.0,1516.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1516.0,0.0,1516.0,1.0,1.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,472.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,February 2009,2009.0,Warranty Deed - Conventional,Normal Sale,167000.0,110.15831134564644,45.0,2.0,0.1597302707828469,0
1961.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,6.0,1961.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,572.0,Unfinished,0.0,572.0,1144.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1144.0,0.0,1144.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,456.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,September 2008,2008.0,Warranty Deed - Conventional,Normal Sale,139950.0,122.33391608391608,47.0,1.0,0.12053524391528816,1
1995.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Below Average,7.0,1950.0,Gable,Standard (Composite) Shingle,Vinyl Siding & Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,442.0,Unfinished,0.0,625.0,1067.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1067.0,0.0,1067.0,2.0,0.0,2.0,1.0,Good,4.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,436.0,Typical/Average,Typical/Average,Paved,290.0,0.0,0.0,0.0,0.0,February 2010,2010.0,Warranty Deed - Conventional,Normal Sale,128000.0,119.96251171508904,60.0,2.0,0.11242229480560531,1
1973.0,1-STORY 1945 & OLDER,Residential Medium-Density,90.0,9491.0,Paved,Paved,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Average,6.0,1948.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,338.0,Unfinished,0.0,1221.0,1559.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1559.0,0.0,1559.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,812.0,Typical/Average,Typical/Average,Paved,0.0,116.0,0.0,0.0,0.0,June 2007,2007.0,Court Officer Deed/Estate,Normal Sale,153500.0,98.46055163566389,59.0,1.0,0.16426087872721526,0
1973.0,2-STORY PUD - 1946 & NEWER,Residential Medium-Density,21.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Briardale,Normal,Above Average,5.0,1973.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,330.0,Unfinished,0.0,153.0,483.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,483.0,504.0,987.0,1.0,1.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,264.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,November 2008,2008.0,Warranty Deed - Conventional,Normal Sale,100000.0,101.31712259371834,35.0,2.0,0.10399325676957118,1
2006.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Average,6.0,1995.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1099.0,1099.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1099.0,0.0,1099.0,1.0,1.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,352.0,Typical/Average,Typical/Average,Paved,278.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,144000.0,131.0282074613285,13.0,2.0,0.11579391002001896,1
1995.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Average,6.0,1946.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,352.0,Unfinished,0.0,416.0,768.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,768.0,432.0,1200.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,130500.0,108.75,62.0,1.0,0.12643557054051208,1
1950.0,2-STORY 1945 & OLDER,Residential High-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,South & West of Iowa State University,Normal,Above Average,5.575342465753424,1925.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,156.0,Unfinished,0.0,516.0,672.0,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,810.0,672.0,1482.0,2.0,0.0,4.0,1.0,Fair,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,400.0,Typical/Average,Typical/Average,Partial Pavement,0.0,0.0,0.0,0.0,0.0,March 2008,2008.0,Warranty Deed - Conventional,Normal Sale,140000.0,94.46693657219973,83.0,2.0,0.1561479296175324,1
2002.0,2-STORY 1945 & OLDER,Residential Medium-Density,60.0,9491.0,Paved,Gravel,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Average,5.575342465753424,1904.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,650.0,650.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,958.0,581.0,1539.0,2.0,0.0,3.0,1.0,Good,8.0,1.0,Poor - Ben Franklin Stove,Detached from home,2005.0,Unfinished,2.0,686.0,Good,Typical/Average,Partial Pavement,70.0,78.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,157500.0,102.3391812865497,104.0,2.0,0.16215361921820673,1
1966.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,82.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Above Average,7.0,1966.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Rec Room,312.0,Average Living Quarters,0.0,276.0,1127.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1165.0,0.0,1165.0,1.0,1.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,490.0,Good,Good,Paved,0.0,25.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,174900.0,150.12875536480686,42.0,2.0,0.12274786639974714,1
1961.0,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,80.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Adjacent to arterial street & Normal,Average,4.0,1961.0,Gable,Standard (Composite) Shingle,Brick Face,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,567.2404109589041,1800.0,Gas forced warm air furnace,Excellent,No,Standard Circuit Breakers & Romex,1800.0,0.0,1800.0,2.0,0.0,2.8664383561643834,1.0,Average/Typical,10.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,0.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,141000.0,78.33333333333333,46.0,2.0,0.1896533558107681,0
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Medium-Density,100.0,9491.0,Paved,Gravel,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Adjacent to arterial street & Normal,Average,5.575342465753424,1915.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinished,0.0,Unfinished,0.0,876.0,876.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,876.0,540.0,1416.0,1.0,1.0,4.0,1.0,Average/Typical,7.0,1.0,Good - Masonry Fireplace on the main level,Detached from home,2005.0,Unfinished,3.0,720.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,153900.0,108.6864406779661,93.0,2.0,0.14919397323780423,1
